Flight_Number,Date,Day_of_Week,Source,Destination,Departure_Time,Arrival_Time,Price,Aircraft_Type,Class,Seat_Occupancy_Rate,Delay_Status,Delay_Minutes,Weather_Conditions,Passenger_Rating,Meal_Opted,Booking_Channel,Duration_Minutes
6E3751,2025-04-27,Sunday,Bom,Del,09:55:00,10:30:00,7901.93,A321Neo,Economy,91.24,On-Time,0.0,Cloudy,4.0,Yes,Travel Agency,95
6E2353,2024-11-04,Monday,Maa,Bom,16:40:00,18:34:00,5873.18,A320Neo,Economy,95.62,Delayed,94.0,Rainy,4.0,No,App,174
6E6062,2025-05-08,Monday,Bom,Hyd,23:38:00,02:07:00,5122.1,A320,Economy,72.71,On-Time,0.0,Cloudy,1.0,Yes,Website,209
6E9943,2025-07-07,Saturday,Bom,Hyd,08:14:00,09:08:00,8984.01,A321Neo,Economy,93.85,On-Time,0.0,Rainy,5.0,No,Website,114
6E5885,2025-07-24,Monday,Goi,Del,13:37:00,14:13:00,7485.58,A321Neo,Economy,79.6,On-Time,0.0,Rainy,4.0,No,Website,96
6E9983,2025-07-17,Sunday,Ccu,Del,09:03:00,11:49:00,2646.73,A320,Economy,86.23,On-Time,0.0,Cloudy,2.0,Yes,App,166
6E1776,2024-08-17,Sunday,Bom,Cok,01:32:00,03:16:00,5215.32,A320Neo,Economy,80.55,Delayed,44.0,Cloudy,1.0,Yes,Website,164
6E1700,2025-05-03,Monday,Pnq,Amd,10:35:00,12:55:00,8254.15,A321Neo,Economy,87.9,Cancelled,0.0,Clear,5.0,Yes,App,140
6E2230,2024-10-22,Thursday,Amd,Ccu,00:09:00,02:30:00,5130.28,A320,Premium Economy,81.27,On-Time,0.0,Storm,5.0,Yes,Travel Agency,141
6E4770,2025-03-29,Wednesday,Maa,Bom,14:03:00,15:08:00,6351.22,A320,Economy,81.7,On-Time,0.0,Rainy,2.0,Yes,App,65
6E3298,2025-07-02,Tuesday,Pnq,Maa,15:42:00,18:02:00,3188.83,A321Neo,Economy,85.81,On-Time,0.0,Cloudy,2.0,Yes,Travel Agency,200
6E5331,2025-06-26,Sunday,Del,Cok,14:27:00,17:51:00,7716.57,A320,Economy,91.05,On-Time,0.0,Clear,5.0,Yes,App,204
6E5481,2024-08-15,Tuesday,Maa,Bom,05:26:00,08:39:00,5637.14,A321Neo,Economy,74.07,Delayed,36.0,Storm,2.0,Yes,App,193
6E3575,2024-09-08,Saturday,Amd,Maa,05:36:00,07:33:00,7143.45,A320Neo,Economy,71.4,On-Time,0.0,Storm,3.0,Yes,Website,177
6E2485,2025-01-17,Sunday,Maa,Pnq,09:40:00,12:16:00,7429.84,A320Neo,Economy,90.71,Cancelled,0.0,Clear,2.0,No,Travel Agency,216
6E7872,2025-01-22,Thursday,Pnq,Del,08:13:00,11:55:00,3377.67,A321Neo,Premium Economy,85.11,Delayed,103.0,Rainy,2.0,No,Website,222
6E3634,2024-10-19,Monday,Bom,Cok,14:14:00,16:46:00,7134.86,A320,Premium Economy,89.72,Delayed,177.0,Fog,3.0,Yes,Website,152
6E3585,2025-03-01,Wednesday,Goi,Maa,04:16:00,07:25:00,5646.62,A321Neo,Economy,91.79,Delayed,22.0,Rainy,4.0,No,Travel Agency,189
6E2653,2025-05-06,Friday,Del,Amd,18:49:00,19:55:00,2785.08,A320Neo,Economy,81.9,Delayed,8.0,Storm,1.0,Yes,App,66
6E1710,2024-08-07,Tuesday,Goi,Amd,12:07:00,15:01:00,2529.57,A320,Economy,87.07,On-Time,0.0,Storm,4.0,No,Travel Agency,234
6E1446,2025-06-16,Sunday,Cok,Maa,15:22:00,18:27:00,6667.52,A320Neo,Economy,72.41,On-Time,0.0,Storm,4.0,Yes,Airport,185
6E4862,2024-12-14,Saturday,Bom,Amd,07:09:00,10:21:00,3427.61,A320Neo,Economy,78.48,On-Time,0.0,Fog,1.0,No,Website,192
6E3163,2024-08-11,Monday,Pnq,Hyd,13:58:00,14:31:00,6441.35,A320,Economy,80.9,On-Time,0.0,Clear,3.0,Yes,Airport,93
6E1651,2024-10-26,Saturday,Bom,Ccu,15:38:00,18:25:00,8898.54,A320,Economy,75.94,Delayed,165.0,Cloudy,4.0,No,Airport,227
6E8110,2025-03-17,Tuesday,Bom,Del,11:40:00,12:17:00,6638.34,A320Neo,Economy,82.41,On-Time,0.0,Storm,2.0,No,App,97
6E1875,2024-08-18,Saturday,Ccu,Cok,17:00:00,19:14:00,5567.22,A320Neo,Economy,80.43,Delayed,54.0,Rainy,1.0,No,Airport,134
6E5088,2025-01-30,Wednesday,Ccu,Bom,00:00:00,03:51:00,8340.02,A321Neo,Economy,72.61,Delayed,119.0,Clear,1.0,No,Website,231
6E2607,2024-10-23,Tuesday,Bom,Maa,03:16:00,05:51:00,5151.8,A320,Premium Economy,72.18,On-Time,0.0,Cloudy,3.0,Yes,Travel Agency,155
6E3277,2025-03-21,Saturday,Del,Bom,03:36:00,06:02:00,5780.22,A320,Economy,90.61,On-Time,0.0,Fog,5.0,Yes,Website,206
6E7648,2025-06-27,Friday,Maa,Cok,00:51:00,02:28:00,4110.89,A320,Premium Economy,92.5,On-Time,0.0,Rainy,1.0,Yes,App,157
6E2539,2024-10-30,Tuesday,Goi,Pnq,00:33:00,01:58:00,9373.45,A321Neo,Economy,70.46,On-Time,0.0,Rainy,5.0,Yes,Airport,85
6E4773,2025-05-20,Tuesday,Blr,Goi,03:57:00,04:16:00,6148.51,A320,Economy,94.42,On-Time,0.0,Rainy,1.0,No,Website,79
6E8694,2025-04-20,Sunday,Pnq,Goi,20:41:00,22:48:00,4267.93,A320,Economy,92.79,On-Time,0.0,Cloudy,2.0,Yes,Airport,127
6E8158,2025-04-15,Sunday,Amd,Cok,01:50:00,04:09:00,6041.13,A320,Economy,83.76,On-Time,0.0,Rainy,1.0,Yes,App,199
6E5903,2025-07-30,Wednesday,Blr,Hyd,14:51:00,15:32:00,5084.07,A320,Economy,83.05,On-Time,0.0,Storm,4.0,No,App,101
6E6514,2025-02-04,Tuesday,Ccu,Cok,21:20:00,22:53:00,3187.34,A320,Economy,84.59,On-Time,0.0,Rainy,2.0,No,Airport,93
6E5448,2024-12-29,Friday,Cok,Pnq,21:21:00,23:53:00,8702.4,A321Neo,Economy,81.91,On-Time,0.0,Fog,2.0,Yes,Website,152
6E6077,2025-04-02,Thursday,Pnq,Blr,18:56:00,21:22:00,5255.69,A320Neo,Economy,72.6,On-Time,0.0,Cloudy,5.0,Yes,App,206
6E8051,2024-10-23,Saturday,Amd,Ccu,19:48:00,21:10:00,7427.22,A320,Economy,74.07,Delayed,113.0,Rainy,1.0,Yes,Website,142
6E2531,2025-07-21,Tuesday,Pnq,Ccu,21:59:00,00:58:00,7351.96,A320Neo,Economy,83.62,Delayed,71.0,Fog,1.0,No,Travel Agency,239
6E9911,2024-09-28,Thursday,Amd,Blr,10:42:00,12:25:00,7080.5,A321Neo,Economy,81.45,On-Time,0.0,Rainy,1.0,No,Travel Agency,163
6E2217,2024-08-31,Saturday,Blr,Ccu,22:48:00,01:12:00,7877.04,A321Neo,Economy,79.18,On-Time,0.0,Rainy,2.0,Yes,App,204
6E2191,2025-05-12,Friday,Pnq,Goi,22:55:00,00:23:00,3151.42,A320Neo,Economy,73.55,Delayed,112.0,Fog,3.0,No,App,148
6E2006,2025-03-05,Sunday,Del,Maa,20:45:00,21:23:00,5442.99,A321Neo,Economy,83.81,On-Time,0.0,Clear,4.0,Yes,Airport,98
6E5469,2025-07-14,Monday,Bom,Pnq,12:22:00,15:53:00,8578.78,A320,Economy,75.53,On-Time,0.0,Cloudy,1.0,Yes,App,211
6E5072,2024-12-21,Saturday,Del,Hyd,01:12:00,02:20:00,2902.89,A321Neo,Economy,83.18,On-Time,0.0,Rainy,1.0,Yes,Airport,68
6E2420,2025-03-26,Monday,Blr,Pnq,07:46:00,10:20:00,8797.85,A320Neo,Economy,95.45,Cancelled,0.0,Clear,1.0,No,Airport,214
6E3869,2025-06-02,Friday,Ccu,Maa,13:39:00,14:07:00,3851.07,A320Neo,Economy,96.23,On-Time,0.0,Storm,1.0,Yes,Website,88
6E8432,2024-10-21,Thursday,Pnq,Blr,10:36:00,11:27:00,7172.83,A321Neo,Economy,74.83,Delayed,144.0,Clear,4.0,Yes,Website,111
6E8759,2025-06-25,Monday,Ccu,Blr,20:43:00,21:16:00,3614.68,A321Neo,Economy,89.18,On-Time,0.0,Clear,1.0,Yes,Airport,93
6E6462,2024-08-19,Sunday,Maa,Del,18:19:00,21:29:00,3533.31,A320,Economy,71.52,Delayed,115.0,Clear,3.0,Yes,Airport,190
6E9998,2024-11-25,Tuesday,Pnq,Maa,10:52:00,12:24:00,7922.55,A321Neo,Economy,92.32,On-Time,0.0,Rainy,4.0,Yes,Airport,152
6E3477,2025-06-26,Monday,Ccu,Maa,13:42:00,14:36:00,3950.66,A321Neo,Economy,91.97,On-Time,0.0,Storm,2.0,No,Website,114
6E2524,2025-01-19,Saturday,Ccu,Blr,17:06:00,18:59:00,6106.14,A321Neo,Premium Economy,79.16,On-Time,0.0,Clear,3.0,No,Travel Agency,113
6E6458,2024-08-13,Thursday,Amd,Ccu,04:07:00,07:41:00,8394.12,A320,Economy,96.85,On-Time,0.0,Storm,5.0,No,Airport,214
6E7914,2024-12-07,Monday,Bom,Goi,13:09:00,14:35:00,6190.83,A320Neo,Premium Economy,74.13,On-Time,0.0,Fog,1.0,Yes,Website,86
6E2026,2025-03-29,Saturday,Blr,Ccu,03:48:00,05:19:00,3399.9,A320,Economy,98.24,On-Time,0.0,Clear,3.0,Yes,Website,151
6E7935,2025-03-09,Wednesday,Cok,Del,09:53:00,12:40:00,4860.49,A321Neo,Economy,75.86,Delayed,33.0,Fog,4.0,No,Airport,227
6E5257,2025-07-20,Tuesday,Amd,Blr,00:58:00,01:18:00,6296.01,A320,Economy,80.28,On-Time,0.0,Clear,1.0,No,App,80
6E6423,2024-11-05,Wednesday,Hyd,Bom,18:23:00,19:20:00,2523.0,A320,Economy,86.79,On-Time,0.0,Fog,3.0,No,Travel Agency,117
6E2487,2025-07-09,Friday,Goi,Del,05:43:00,09:43:00,7008.22,A321Neo,Economy,83.79,On-Time,0.0,Cloudy,3.0,No,Website,240
6E3673,2025-05-06,Tuesday,Cok,Amd,08:43:00,10:30:00,7611.3,A320Neo,Economy,81.76,Delayed,130.0,Cloudy,3.0,No,App,167
6E9886,2024-11-17,Saturday,Goi,Amd,19:07:00,21:14:00,3972.13,A321Neo,Economy,89.41,On-Time,0.0,Cloudy,5.0,No,Travel Agency,127
6E9080,2024-12-26,Tuesday,Ccu,Goi,07:21:00,09:02:00,6924.78,A321Neo,Economy,78.82,On-Time,0.0,Rainy,3.0,Yes,Airport,161
6E1709,2025-04-02,Friday,Amd,Cok,18:08:00,19:01:00,5166.99,A320,Economy,96.82,On-Time,0.0,Clear,5.0,Yes,Travel Agency,113
6E2071,2025-02-16,Friday,Goi,Hyd,00:37:00,03:23:00,3684.06,A321Neo,Economy,78.11,On-Time,0.0,Fog,5.0,Yes,Airport,226
6E6537,2025-03-26,Sunday,Hyd,Goi,14:35:00,18:35:00,8915.91,A321Neo,Economy,91.95,On-Time,0.0,Storm,5.0,Yes,App,240
6E4345,2024-09-01,Wednesday,Bom,Goi,08:56:00,10:51:00,4875.12,A320,Premium Economy,90.55,On-Time,0.0,Cloudy,1.0,Yes,Website,175
6E4338,2025-05-26,Wednesday,Ccu,Pnq,03:38:00,04:59:00,8243.31,A320,Economy,81.45,On-Time,0.0,Cloudy,5.0,Yes,App,81
6E2661,2025-01-25,Thursday,Cok,Blr,04:45:00,06:36:00,3959.71,A320Neo,Premium Economy,79.3,On-Time,0.0,Rainy,1.0,Yes,Airport,171
6E8017,2025-02-03,Monday,Bom,Del,19:55:00,21:45:00,3400.46,A320,Economy,83.98,On-Time,0.0,Rainy,4.0,Yes,Airport,170
6E1228,2024-12-24,Thursday,Amd,Pnq,17:38:00,20:11:00,5657.41,A320Neo,Economy,84.02,Delayed,132.0,Clear,3.0,Yes,Travel Agency,213
6E7066,2025-08-04,Saturday,Ccu,Amd,04:21:00,06:20:00,7162.01,A320,Economy,74.02,On-Time,0.0,Storm,2.0,Yes,App,179
6E6285,2025-06-27,Sunday,Ccu,Pnq,13:22:00,16:12:00,3228.92,A321Neo,Economy,83.64,Delayed,172.0,Storm,2.0,Yes,Website,230
6E5313,2025-03-13,Monday,Bom,Maa,17:03:00,20:36:00,2982.12,A320Neo,Economy,87.91,On-Time,0.0,Clear,4.0,Yes,App,213
6E9351,2025-01-25,Saturday,Hyd,Cok,11:38:00,12:44:00,4465.59,A320Neo,Economy,78.24,On-Time,0.0,Rainy,5.0,Yes,Airport,66
6E1933,2025-01-17,Wednesday,Blr,Goi,17:18:00,18:38:00,4542.81,A320Neo,Economy,93.9,Delayed,30.0,Fog,2.0,No,Airport,80
6E3148,2025-02-04,Tuesday,Maa,Hyd,17:47:00,18:42:00,7435.79,A321Neo,Economy,88.03,Delayed,160.0,Clear,5.0,No,Airport,115
6E2681,2024-09-10,Thursday,Goi,Hyd,17:43:00,18:06:00,3381.6,A321Neo,Economy,80.92,On-Time,0.0,Cloudy,4.0,Yes,App,83
6E1392,2025-06-20,Friday,Goi,Hyd,05:01:00,06:27:00,3988.43,A321Neo,Economy,85.26,On-Time,0.0,Storm,5.0,No,App,86
6E3185,2025-05-07,Monday,Maa,Hyd,11:04:00,13:16:00,8334.28,A321Neo,Economy,90.49,On-Time,0.0,Rainy,1.0,Yes,Travel Agency,132
6E9465,2025-06-25,Wednesday,Pnq,Bom,01:09:00,04:40:00,7828.66,A321Neo,Economy,87.87,Delayed,32.0,Fog,3.0,Yes,App,211
6E6643,2025-03-31,Wednesday,Amd,Goi,01:15:00,04:57:00,6533.85,A321Neo,Premium Economy,76.39,On-Time,0.0,Rainy,2.0,Yes,Website,222
6E5202,2025-05-08,Monday,Amd,Del,20:21:00,22:11:00,3321.76,A320,Economy,79.75,On-Time,0.0,Clear,1.0,No,Airport,170
6E3065,2025-04-11,Wednesday,Ccu,Del,18:41:00,20:12:00,7271.77,A321Neo,Economy,95.63,On-Time,0.0,Storm,5.0,No,Airport,151
6E8473,2024-12-23,Thursday,Pnq,Blr,05:03:00,07:09:00,4986.2,A320Neo,Economy,89.26,On-Time,0.0,Clear,3.0,No,Website,126
6E7146,2024-10-29,Friday,Cok,Pnq,03:15:00,06:18:00,3822.67,A320,Economy,84.65,On-Time,0.0,Storm,4.0,Yes,Travel Agency,183
6E9659,2024-11-08,Saturday,Cok,Pnq,05:16:00,07:39:00,9091.22,A321Neo,Economy,83.41,On-Time,0.0,Rainy,2.0,Yes,Travel Agency,143
6E7093,2025-01-13,Thursday,Bom,Cok,22:52:00,23:29:00,4528.26,A321Neo,Premium Economy,77.99,Delayed,170.0,Clear,1.0,No,App,97
6E2108,2024-10-20,Sunday,Del,Ccu,14:48:00,17:52:00,9142.22,A320,Economy,75.74,Delayed,23.0,Fog,1.0,No,Website,184
6E1310,2025-07-03,Saturday,Blr,Ccu,09:54:00,12:12:00,6059.9,A320,Premium Economy,88.0,On-Time,0.0,Cloudy,1.0,No,App,198
6E6530,2025-04-18,Saturday,Goi,Bom,19:14:00,22:52:00,4853.75,A321Neo,Economy,74.69,On-Time,0.0,Storm,5.0,No,Airport,218
6E9413,2025-05-03,Monday,Blr,Bom,09:23:00,12:04:00,6392.96,A320,Economy,75.9,On-Time,0.0,Fog,1.0,No,Website,221
6E2839,2025-06-20,Saturday,Del,Ccu,06:58:00,07:39:00,2541.03,A320Neo,Economy,96.72,On-Time,0.0,Clear,3.0,Yes,Website,101
6E2492,2024-08-23,Sunday,Bom,Cok,01:07:00,02:58:00,7575.2,A320Neo,Economy,80.89,On-Time,0.0,Clear,4.0,No,App,111
6E5242,2024-11-15,Saturday,Maa,Del,12:25:00,15:36:00,3006.08,A320Neo,Economy,85.8,Delayed,72.0,Clear,3.0,No,Website,191
6E9825,2024-11-18,Tuesday,Blr,Goi,18:58:00,21:05:00,7989.53,A320,Economy,77.0,Delayed,62.0,Storm,1.0,No,Website,187
6E8178,2024-11-27,Friday,Cok,Blr,18:47:00,21:30:00,4055.2,A320,Economy,73.09,Delayed,49.0,Rainy,5.0,No,Travel Agency,223
6E1971,2025-07-09,Friday,Del,Goi,00:32:00,02:06:00,3673.04,A320Neo,Economy,96.56,Delayed,150.0,Rainy,2.0,Yes,App,154
6E7572,2025-04-17,Thursday,Ccu,Cok,00:48:00,03:51:00,7238.0,A320,Economy,75.84,On-Time,0.0,Fog,1.0,No,App,183
6E8064,2025-07-20,Saturday,Hyd,Cok,08:45:00,11:44:00,6688.63,A320Neo,Economy,93.63,On-Time,0.0,Storm,3.0,No,Airport,239
6E7622,2025-04-22,Wednesday,Ccu,Del,00:51:00,01:49:00,7254.17,A320Neo,Economy,75.06,Cancelled,0.0,Clear,2.0,Yes,Travel Agency,118
6E3180,2024-12-12,Friday,Goi,Pnq,18:43:00,21:56:00,6263.69,A321Neo,Economy,77.69,On-Time,0.0,Clear,1.0,Yes,Airport,193
6E2398,2024-10-28,Wednesday,Bom,Amd,22:47:00,23:30:00,7494.09,A321Neo,Economy,80.26,On-Time,0.0,Clear,3.0,Yes,Airport,103
6E1438,2025-08-02,Sunday,Pnq,Hyd,17:42:00,20:32:00,5104.82,A320,Economy,75.54,On-Time,0.0,Fog,2.0,Yes,Website,230
6E2494,2025-03-09,Monday,Goi,Pnq,22:03:00,00:29:00,6529.36,A320Neo,Economy,70.1,Delayed,131.0,Storm,4.0,Yes,Travel Agency,146
6E7046,2025-01-22,Wednesday,Maa,Goi,06:22:00,08:59:00,3283.73,A320Neo,Economy,76.47,On-Time,0.0,Cloudy,3.0,No,Website,157
6E6281,2024-09-22,Saturday,Pnq,Hyd,18:57:00,19:19:00,3064.38,A321Neo,Economy,71.32,On-Time,0.0,Rainy,3.0,No,App,82
6E3147,2024-08-16,Wednesday,Amd,Cok,09:12:00,12:33:00,2890.3,A320Neo,Economy,73.35,Delayed,166.0,Clear,1.0,Yes,Website,201
6E3565,2025-05-18,Monday,Bom,Del,23:42:00,02:00:00,8236.13,A320Neo,Economy,82.37,On-Time,0.0,Cloudy,5.0,Yes,Airport,198
6E1516,2025-06-13,Sunday,Maa,Ccu,14:15:00,17:10:00,6967.61,A321Neo,Economy,71.58,On-Time,0.0,Storm,2.0,No,Travel Agency,235
6E1915,2024-12-09,Monday,Pnq,Bom,04:57:00,07:47:00,8261.24,A320,Economy,95.78,On-Time,0.0,Clear,1.0,No,Travel Agency,230
6E1165,2025-01-19,Saturday,Del,Hyd,22:25:00,00:53:00,2888.61,A321Neo,Economy,94.01,On-Time,0.0,Clear,1.0,Yes,Airport,148
6E9159,2025-02-20,Friday,Amd,Ccu,13:02:00,16:24:00,7307.07,A320,Economy,72.26,On-Time,0.0,Storm,5.0,Yes,Airport,202
6E8270,2024-12-27,Tuesday,Hyd,Bom,10:56:00,12:40:00,6198.1,A321Neo,Economy,73.34,On-Time,0.0,Cloudy,1.0,No,Website,164
6E6478,2025-04-30,Saturday,Blr,Amd,15:07:00,17:44:00,4365.86,A320Neo,Economy,93.43,Delayed,78.0,Fog,3.0,No,Website,157
6E2063,2024-10-19,Saturday,Blr,Pnq,01:42:00,04:48:00,5388.79,A320,Economy,96.58,On-Time,0.0,Rainy,5.0,Yes,Airport,186
6E3369,2025-05-10,Tuesday,Ccu,Amd,13:37:00,15:59:00,7387.68,A320Neo,Economy,75.5,Delayed,23.0,Rainy,4.0,Yes,Website,142
6E4917,2025-03-29,Tuesday,Bom,Goi,15:45:00,16:05:00,6731.69,A321Neo,Economy,78.72,On-Time,0.0,Rainy,1.0,No,Website,80
6E8446,2025-03-12,Sunday,Cok,Amd,01:14:00,04:17:00,8212.01,A321Neo,Economy,92.58,On-Time,0.0,Fog,2.0,Yes,Website,183
6E5350,2025-01-30,Sunday,Ccu,Goi,21:54:00,23:58:00,8529.57,A320,Economy,72.96,On-Time,0.0,Clear,1.0,Yes,Travel Agency,124
6E9427,2025-02-02,Wednesday,Bom,Maa,18:34:00,21:29:00,6759.6,A320Neo,Economy,80.08,On-Time,0.0,Storm,4.0,Yes,Travel Agency,235
6E2134,2024-12-06,Wednesday,Goi,Del,08:57:00,11:46:00,8502.7,A320Neo,Economy,74.02,On-Time,0.0,Storm,5.0,Yes,App,229
6E8768,2025-02-10,Monday,Maa,Del,07:36:00,09:06:00,6203.34,A320,Economy,79.1,On-Time,0.0,Rainy,4.0,Yes,Travel Agency,150
6E2431,2024-08-09,Monday,Hyd,Del,04:50:00,05:17:00,3601.04,A321Neo,Premium Economy,75.51,On-Time,0.0,Rainy,4.0,Yes,Website,87
6E8297,2024-12-24,Tuesday,Ccu,Cok,22:48:00,23:44:00,7879.99,A321Neo,Economy,73.92,On-Time,0.0,Storm,5.0,Yes,Airport,116
6E8215,2024-09-07,Sunday,Maa,Del,10:20:00,12:41:00,3885.94,A321Neo,Economy,89.63,Delayed,103.0,Storm,1.0,Yes,Airport,141
6E3205,2024-10-06,Thursday,Blr,Ccu,12:03:00,14:36:00,4052.58,A320,Premium Economy,83.99,On-Time,0.0,Storm,5.0,Yes,App,153
6E6625,2025-07-23,Thursday,Del,Hyd,22:28:00,01:39:00,8056.09,A320Neo,Economy,85.57,On-Time,0.0,Fog,2.0,No,Website,191
6E2227,2025-02-24,Friday,Amd,Ccu,14:22:00,16:03:00,7647.5,A321Neo,Economy,95.61,Delayed,33.0,Rainy,2.0,Yes,Travel Agency,161
6E7727,2025-05-31,Friday,Hyd,Maa,22:50:00,00:58:00,3994.3,A321Neo,Economy,85.51,On-Time,0.0,Storm,1.0,Yes,Website,128
6E6258,2025-06-11,Sunday,Cok,Del,01:16:00,03:26:00,4936.07,A320Neo,Economy,70.06,On-Time,0.0,Clear,4.0,No,Airport,130
6E5378,2024-11-25,Friday,Blr,Hyd,00:00:00,03:37:00,5888.88,A320Neo,Economy,75.14,On-Time,0.0,Fog,1.0,Yes,Website,217
6E8913,2024-12-29,Tuesday,Ccu,Goi,15:38:00,16:32:00,6708.05,A320Neo,Economy,90.47,Cancelled,0.0,Rainy,1.0,Yes,App,114
6E3817,2025-01-18,Friday,Cok,Hyd,19:39:00,21:19:00,3453.59,A321Neo,Economy,97.91,On-Time,0.0,Storm,3.0,No,Airport,160
6E2515,2025-07-27,Saturday,Maa,Blr,18:29:00,20:34:00,7310.88,A320,Economy,94.35,On-Time,0.0,Rainy,2.0,Yes,Travel Agency,125
6E8826,2025-06-09,Wednesday,Maa,Del,21:51:00,00:42:00,3530.82,A320Neo,Economy,80.85,On-Time,0.0,Fog,1.0,No,Website,231
6E4577,2024-08-26,Wednesday,Maa,Amd,00:17:00,03:05:00,6910.46,A320Neo,Economy,98.41,On-Time,0.0,Cloudy,3.0,No,Travel Agency,228
6E8206,2024-11-19,Wednesday,Cok,Hyd,08:32:00,10:15:00,5797.54,A321Neo,Economy,76.59,On-Time,0.0,Fog,2.0,Yes,App,163
6E4980,2024-09-29,Sunday,Maa,Goi,21:01:00,22:45:00,7760.86,A321Neo,Economy,73.88,Delayed,159.0,Fog,3.0,Yes,Travel Agency,104
6E6376,2025-02-18,Friday,Cok,Bom,16:21:00,18:57:00,5473.08,A320Neo,Premium Economy,75.29,Cancelled,0.0,Fog,2.0,No,Website,156
6E4690,2025-07-18,Saturday,Goi,Amd,22:33:00,23:27:00,9454.2,A320,Economy,94.61,On-Time,0.0,Storm,4.0,Yes,Website,114
6E9395,2025-03-12,Tuesday,Blr,Del,21:48:00,23:46:00,9237.42,A320Neo,Economy,98.99,On-Time,0.0,Storm,4.0,No,Travel Agency,178
6E6561,2024-12-02,Monday,Maa,Amd,09:50:00,12:57:00,3895.23,A320Neo,Economy,95.11,On-Time,0.0,Rainy,2.0,Yes,Airport,187
6E8776,2024-12-02,Monday,Bom,Pnq,22:50:00,00:00:00,3001.5,A320,Premium Economy,70.9,Delayed,84.0,Cloudy,1.0,Yes,Airport,130
6E4203,2025-02-13,Saturday,Del,Cok,20:51:00,21:27:00,7444.65,A321Neo,Economy,82.99,Cancelled,0.0,Clear,5.0,No,Airport,96
6E5583,2024-12-08,Friday,Blr,Cok,04:05:00,06:16:00,8026.23,A320Neo,Economy,94.98,On-Time,0.0,Storm,4.0,No,Airport,131
6E2375,2025-04-17,Sunday,Hyd,Amd,00:00:00,03:25:00,6712.2,A320Neo,Premium Economy,84.33,Delayed,76.0,Clear,3.0,No,Travel Agency,205
6E3692,2024-08-18,Thursday,Blr,Ccu,19:33:00,21:43:00,9066.91,A320,Economy,84.82,On-Time,0.0,Storm,2.0,No,App,130
6E7590,2025-02-27,Saturday,Cok,Maa,20:09:00,21:58:00,7221.08,A321Neo,Economy,70.61,On-Time,0.0,Fog,3.0,Yes,Travel Agency,109
6E1311,2024-09-16,Monday,Goi,Cok,01:16:00,02:13:00,7836.31,A320Neo,Economy,82.93,Cancelled,0.0,Storm,4.0,Yes,App,117
6E6514,2024-09-02,Sunday,Hyd,Del,15:25:00,18:16:00,6154.52,A321Neo,Economy,73.58,Delayed,161.0,Fog,5.0,Yes,Travel Agency,231
6E2466,2024-11-30,Sunday,Ccu,Del,15:11:00,18:17:00,5184.8,A320,Economy,82.06,Delayed,162.0,Rainy,1.0,Yes,Airport,186
6E7992,2025-01-11,Wednesday,Bom,Blr,07:12:00,08:50:00,6606.61,A320Neo,Premium Economy,96.3,On-Time,0.0,Clear,3.0,No,App,98
6E4622,2025-07-07,Tuesday,Maa,Pnq,07:13:00,09:14:00,3248.42,A320Neo,Premium Economy,73.53,Cancelled,0.0,Storm,1.0,No,Travel Agency,121
6E1002,2024-12-31,Saturday,Bom,Amd,16:35:00,19:07:00,8158.56,A320Neo,Economy,98.34,On-Time,0.0,Clear,2.0,Yes,App,212
6E5791,2025-03-29,Sunday,Pnq,Hyd,19:24:00,21:07:00,8120.13,A320Neo,Economy,72.58,On-Time,0.0,Clear,3.0,No,Travel Agency,163
6E8775,2024-08-15,Thursday,Amd,Goi,01:49:00,04:19:00,4095.09,A320,Economy,88.53,On-Time,0.0,Cloudy,2.0,No,Travel Agency,210
6E2605,2025-01-24,Thursday,Goi,Pnq,09:18:00,12:47:00,4045.43,A320Neo,Economy,71.46,On-Time,0.0,Rainy,2.0,Yes,Website,209
6E6895,2024-12-31,Wednesday,Blr,Amd,02:12:00,04:38:00,7550.62,A320Neo,Economy,83.01,On-Time,0.0,Fog,3.0,No,App,146
6E6464,2024-10-07,Monday,Del,Pnq,06:39:00,08:51:00,5217.92,A320,Economy,71.1,On-Time,0.0,Rainy,2.0,No,Website,132
6E8958,2024-10-12,Sunday,Del,Pnq,09:55:00,10:47:00,6851.62,A321Neo,Economy,85.47,On-Time,0.0,Rainy,3.0,Yes,App,112
6E6414,2025-01-22,Monday,Amd,Goi,07:21:00,09:20:00,9273.11,A320Neo,Economy,79.21,Delayed,108.0,Storm,2.0,Yes,Airport,179
6E7147,2024-10-29,Saturday,Goi,Pnq,06:26:00,08:14:00,3244.79,A320Neo,Economy,95.55,Delayed,67.0,Fog,5.0,No,App,168
6E4968,2025-05-12,Sunday,Del,Blr,18:42:00,21:47:00,6382.0,A320Neo,Economy,79.67,On-Time,0.0,Rainy,4.0,Yes,Website,185
6E2459,2024-12-28,Wednesday,Maa,Cok,16:29:00,17:49:00,8377.51,A321Neo,Economy,96.9,On-Time,0.0,Fog,5.0,No,Airport,80
6E3887,2025-06-08,Monday,Blr,Ccu,03:59:00,06:56:00,6600.48,A320Neo,Economy,79.74,On-Time,0.0,Cloudy,3.0,No,Travel Agency,237
6E1342,2025-02-15,Friday,Blr,Goi,16:33:00,19:54:00,6551.12,A321Neo,Economy,94.58,On-Time,0.0,Fog,4.0,Yes,App,201
